dataset,method,noise,seed,round,n_labeled,test_acc,wall_s
fmnist,entropy,0.2,5,0,500,0.6950,4.3
fmnist,random,0.2,4,5,3000,0.8333,49.1
fmnist,random,0.2,3,0,500,0.7113,5.1
fmnist,entropy,0.2,4,0,500,0.7071,4.2
fmnist,entropy,0.2,5,1,1000,0.7529,12.3
fmnist,random,0.2,3,1,1000,0.7595,11.8
fmnist,entropy,0.2,4,1,1000,0.7744,12.6
fmnist,entropy,0.2,5,2,1500,0.7766,21.6
fmnist,random,0.2,3,2,1500,0.7947,20.1
fmnist,entropy,0.2,4,2,1500,0.7958,22.5
fmnist,entropy,0.2,5,3,2000,0.8055,32.4
fmnist,random,0.2,3,3,2000,0.8178,29.9
fmnist,entropy,0.2,4,3,2000,0.8078,33.6
fmnist,random,0.2,3,4,2500,0.8266,40.9
fmnist,entropy,0.2,5,4,2500,0.8086,44.5
fmnist,entropy,0.2,4,4,2500,0.8139,46.4
fmnist,random,0.2,3,5,3000,0.8296,53.4
fmnist,entropy,0.2,5,5,3000,0.8402,58.1
fmnist,entropy,0.2,3,0,500,0.7113,5.1
fmnist,bald,0.2,5,0,500,0.6950,4.4
fmnist,entropy,0.2,4,5,3000,0.8351,60.0
fmnist,entropy,0.2,3,1,1000,0.7705,14.3
fmnist,bald,0.2,4,0,500,0.7071,4.2
fmnist,entropy,0.2,3,2,1500,0.7905,24.7
fmnist,bald,0.2,5,1,1000,0.7519,29.8
fmnist,entropy,0.2,3,3,2000,0.8047,36.5
fmnist,bald,0.2,4,1,1000,0.7669,32.0
fmnist,entropy,0.2,3,4,2500,0.8324,49.3
fmnist,bald,0.2,5,2,1500,0.7740,56.2
fmnist,entropy,0.2,3,5,3000,0.8369,63.8
fmnist,bald,0.2,3,0,500,0.7113,4.9
fmnist,bald,0.2,4,2,1500,0.7788,61.1
fmnist,bald,0.2,5,3,2000,0.8051,83.9
fmnist,bald,0.2,3,1,1000,0.7520,33.9
fmnist,bald,0.2,4,3,2000,0.7935,92.0
fmnist,bald,0.2,5,4,2500,0.8293,112.7
fmnist,bald,0.2,3,2,1500,0.7779,64.3
fmnist,bald,0.2,4,4,2500,0.8032,123.5
fmnist,bald,0.2,5,5,3000,0.8346,143.0
fmnist,coreset,0.2,5,0,500,0.6950,4.2
fmnist,coreset,0.2,5,1,1000,0.7525,13.1
fmnist,bald,0.2,3,3,2000,0.7891,95.0
fmnist,bald,0.2,4,5,3000,0.8090,156.3
fmnist,coreset,0.2,5,2,1500,0.7889,23.4
fmnist,coreset,0.2,4,0,500,0.7071,4.4
fmnist,coreset,0.2,5,3,2000,0.8016,35.0
fmnist,coreset,0.2,4,1,1000,0.7673,13.6
fmnist,bald,0.2,3,4,2500,0.7979,126.6
fmnist,coreset,0.2,4,2,1500,0.7851,24.2
fmnist,coreset,0.2,5,4,2500,0.8069,47.7
fmnist,coreset,0.2,4,3,2000,0.8070,35.9
fmnist,coreset,0.2,5,5,3000,0.8317,61.7
fmnist,iris,0.2,5,0,500,0.7002,4.4
fmnist,coreset,0.2,4,4,2500,0.8042,48.4
fmnist,iris,0.2,5,1,1000,0.7642,13.4
fmnist,bald,0.2,3,5,3000,0.8065,159.8
fmnist,coreset,0.2,3,0,500,0.7113,5.0
fmnist,coreset,0.2,4,5,3000,0.8093,62.6
fmnist,iris,0.2,5,2,1500,0.8004,23.7
fmnist,iris,0.2,4,0,500,0.7225,3.8
fmnist,coreset,0.2,3,1,1000,0.7606,13.5
fmnist,iris,0.2,5,3,2000,0.8143,33.1
fmnist,iris,0.2,4,1,1000,0.7586,11.6
fmnist,coreset,0.2,3,2,1500,0.7933,22.5
fmnist,iris,0.2,5,4,2500,0.8343,43.1
fmnist,iris,0.2,4,2,1500,0.8028,20.2
fmnist,coreset,0.2,3,3,2000,0.7835,32.7
fmnist,iris,0.2,4,3,2000,0.8341,29.8
fmnist,iris,0.2,5,5,3000,0.8427,53.8
fmnist,iris-norel,0.2,5,0,500,0.6950,3.7
fmnist,coreset,0.2,3,4,2500,0.8161,43.4
fmnist,iris,0.2,4,4,2500,0.8327,40.3
fmnist,iris-norel,0.2,5,1,1000,0.7637,10.8
fmnist,coreset,0.2,3,5,3000,0.8177,55.2
fmnist,iris-norel,0.2,5,2,1500,0.7936,19.1
fmnist,iris,0.2,4,5,3000,0.8468,51.7
fmnist,iris,0.2,3,0,500,0.7212,4.2
fmnist,iris-norel,0.2,4,0,500,0.7071,3.7
fmnist,iris-norel,0.2,5,3,2000,0.8134,28.0
fmnist,iris,0.2,3,1,1000,0.7476,12.4
fmnist,iris-norel,0.2,4,1,1000,0.7620,11.1
fmnist,iris-norel,0.2,5,4,2500,0.8332,37.7
fmnist,iris,0.2,3,2,1500,0.7818,21.6
fmnist,iris-norel,0.2,4,2,1500,0.7924,19.8
fmnist,iris-norel,0.2,5,5,3000,0.8387,48.6
fmnist,iris,0.2,3,3,2000,0.8172,31.8
fmnist,iris-norel,0.2,4,3,2000,0.8246,29.2
fmnist,iris-norel,0.2,4,4,2500,0.8337,38.4
fmnist,iris,0.2,3,4,2500,0.8389,41.6
fmnist,iris-norel,0.2,4,5,3000,0.8366,48.5
fmnist,iris,0.2,3,5,3000,0.8537,52.4
fmnist,iris-norel,0.2,3,0,500,0.7113,3.6
fmnist,iris-norel,0.2,3,1,1000,0.7397,10.5
fmnist,iris-norel,0.2,3,2,1500,0.7841,18.2
fmnist,iris-norel,0.2,3,3,2000,0.8019,26.6
fmnist,iris-norel,0.2,3,4,2500,0.8220,35.6
fmnist,iris-norel,0.2,3,5,3000,0.8352,45.4
